q_id,web_list
3498,"[1704, 1705, 1761, 1760, 1758]"
3499,"[1753, 1776, 1757, 1752, 481]"
3500,"[1029, 165, 1041, 1025, 937]"
3501,"[1030, 1066, 1752, 1915, 1916]"
3502,"[164, 98, 1030, 421, 1033]"
3503,"[1026, 1154, 1054, 1705, 1704]"
3504,"[1672, 137, 1705, 1014, 952]"
3505,"[1704, 165, 1705, 1014, 979]"
3506,"[1029, 1041, 1916, 165, 410]"
3507,"[1704, 1705, 1721, 773, 1160]"
3508,"[1705, 1704, 1030, 1033, 164]"
3509,"[1753, 1705, 1704, 481, 1721]"
3510,"[1704, 1705, 692, 1915, 334]"
3511,"[1001, 97, 1124, 98, 692]"
3512,"[1133, 361, 395, 1776, 1757]"
3513,"[265, 108, 1776, 1757, 250]"
3514,"[341, 344, 342, 343, 1705]"
3515,"[618, 388, 7, 285, 1705]"
3516,"[1753, 1705, 1704, 1776, 1757]"
3517,"[1704, 1705, 1915, 108, 1068]"
3518,"[108, 377, 1704, 1705, 1297]"
3519,"[7, 1085, 388, 11, 564]"
3520,"[361, 1133, 377, 1054, 303]"
3521,"[1752, 1776, 1757, 1769, 514]"
3522,"[7, 303, 855, 564, 575]"
3523,"[1705, 1704, 454, 1070, 462]"
3524,"[341, 1915, 343, 289, 692]"
3525,"[1756, 1297, 1721, 1776, 1757]"
3526,"[1264, 1091, 575, 567, 568]"
3527,"[1704, 1705, 1066, 368, 1155]"
3528,"[1297, 1748, 303, 1915, 341]"
3529,"[1705, 1704, 1758, 1762, 758]"
3530,"[692, 1915, 851, 1705, 1704]"
3531,"[1705, 1704, 1057, 618, 1513]"
3532,"[296, 1705, 1704, 658, 1753]"
3533,"[361, 377, 1017, 1159, 1037]"
3534,"[1704, 1705, 89, 374, 92]"
3535,"[1705, 1704, 1762, 1758, 11]"
3536,"[285, 7, 1732, 1022, 1188]"
3537,"[1704, 1705, 341, 1125, 334]"
3538,"[7, 11, 1297, 1085, 1513]"
3539,"[1705, 1704, 1753, 1830, 322]"
3540,"[618, 277, 1057, 365, 1319]"
3541,"[1705, 1704, 1760, 836, 1758]"
3542,"[1704, 1705, 165, 175, 1001]"
3543,"[1704, 1705, 1054, 1017, 108]"
3544,"[1705, 1704, 1758, 7, 1875]"
3545,"[618, 1637, 1758, 1705, 1704]"
3546,"[1704, 1705, 1758, 1762, 1760]"
3547,"[374, 1344, 395, 1202, 410]"
3548,"[1705, 1704, 1758, 1760, 1762]"
3549,"[165, 1915, 1202, 410, 1916]"
3550,"[1704, 1721, 108, 1705, 1752]"
3551,"[1753, 1704, 1705, 1769, 273]"
3552,"[1705, 1704, 280, 108, 399]"
3553,"[1704, 1705, 1760, 106, 1761]"
3554,"[1099, 437, 274, 1088, 78]"
3555,"[1035, 1034, 1753, 1033, 1616]"
3556,"[1877, 1570, 1015, 1705, 1704]"
3557,"[165, 1749, 164, 1124, 625]"
3558,"[959, 164, 165, 859, 1117]"
3559,"[1243, 1806, 575, 1883, 564]"
3560,"[29, 1015, 563, 564, 562]"
3561,"[313, 1028, 314, 1073, 801]"
3562,"[165, 175, 1025, 959, 870]"
3563,"[801, 11, 1015, 24, 1063]"
3564,"[1705, 1704, 1877, 23, 40]"
3565,"[1753, 89, 164, 1704, 1761]"
3566,"[1704, 1705, 1753, 108, 421]"
3567,"[762, 770, 669, 627, 769]"
3568,"[1704, 1705, 1795, 1753, 409]"
3569,"[1705, 1704, 165, 937, 1041]"
3570,"[1704, 1705, 365, 1677, 328]"
3571,"[1704, 1705, 1795, 1762, 873]"
3572,"[1810, 175, 165, 1815, 1822]"
3573,"[1044, 1073, 400, 922, 866]"
3574,"[1705, 1704, 409, 1067, 102]"
3575,"[1705, 1704, 1068, 1795, 289]"
3576,"[1069, 1797, 1124, 1035, 988]"
3577,"[1705, 1704, 1677, 164, 1124]"
3578,"[1797, 1571, 319, 108, 1269]"
3579,"[1044, 1704, 1705, 1068, 866]"
3580,"[1064, 1926, 165, 1705, 1704]"
3581,"[1764, 1705, 1704, 1759, 108]"
3582,"[1015, 24, 409, 801, 11]"
3583,"[760, 400, 757, 364, 346]"
3584,"[411, 1297, 409, 1713, 97]"
3585,"[1044, 1746, 1753, 1704, 98]"
3586,"[1764, 953, 1705, 1704, 1069]"
3587,"[1044, 922, 102, 1028, 409]"
3588,"[1069, 366, 988, 1571, 1797]"
3589,"[409, 165, 1705, 1704, 1746]"
3590,"[1776, 1757, 1704, 1705, 1753]"
3591,"[1044, 1752, 1073, 1704, 1705]"
3592,"[866, 1073, 959, 1028, 870]"
3593,"[1704, 1705, 959, 165, 164]"
3594,"[1705, 1704, 441, 1774, 1726]"
3595,"[1176, 344, 440, 1173, 342]"
3596,"[1910, 1066, 1907, 1297, 1067]"
3597,"[1704, 1705, 1071, 1774, 1768]"
3598,"[1752, 97, 370, 1043, 706]"
3599,"[1176, 1173, 344, 274, 342]"
3600,"[1705, 1704, 1745, 1671, 1616]"
3601,"[1125, 97, 1131, 96, 1034]"
3602,"[165, 164, 175, 162, 938]"
3603,"[1071, 1704, 1705, 365, 322]"
3604,"[1772, 1912, 1190, 1773, 1761]"
3605,"[1704, 1705, 1071, 1774, 1768]"
3606,"[1136, 328, 1124, 996, 319]"
3607,"[1704, 1705, 1761, 1760, 317]"
3608,"[1704, 1705, 1768, 1761, 1760]"
3609,"[1132, 328, 605, 318, 1125]"
3610,"[1704, 1705, 1649, 1136, 1762]"
3611,"[1704, 1758, 1705, 1762, 1769]"
3612,"[706, 782, 701, 1041, 675]"
3613,"[1704, 1761, 1760, 1705, 1775]"
3614,"[1705, 1704, 1032, 1125, 166]"
3615,"[1704, 1705, 1769, 1775, 1768]"
3616,"[1029, 1705, 1704, 1041, 1026]"
3617,"[1015, 220, 1705, 1704, 409]"
3618,"[1705, 1704, 1758, 1762, 891]"
3619,"[1760, 1752, 1762, 1758, 1705]"
3620,"[1704, 1705, 1774, 1760, 1761]"
3621,"[1071, 1704, 1705, 1748, 868]"
3622,"[1705, 1704, 1753, 1032, 937]"
3623,"[1705, 1704, 1753, 919, 938]"
3624,"[1704, 1705, 1769, 1758, 1649]"
3625,"[706, 782, 675, 674, 289]"
3626,"[1704, 1705, 89, 773, 1160]"
3627,"[1054, 1704, 1148, 344, 1136]"
3628,"[285, 220, 1649, 1136, 7]"
3629,"[1029, 165, 935, 163, 1041]"
3630,"[1705, 1704, 1071, 1032, 868]"
3631,"[1049, 320, 395, 1705, 1704]"
3632,"[1704, 1705, 1014, 163, 1651]"
3633,"[1704, 1705, 1071, 1774, 322]"
3634,"[1704, 1705, 1057, 618, 996]"
3635,"[1761, 1704, 706, 1705, 1760]"
3636,"[1704, 1705, 1761, 1760, 1032]"
3637,"[1705, 1704, 1066, 89, 163]"
3638,"[1705, 1704, 1032, 1029, 1040]"
3639,"[1907, 1066, 1705, 1704, 1916]"
3640,"[1704, 1705, 1769, 1758, 1774]"
3641,"[1705, 1704, 339, 379, 1172]"
3642,"[1704, 1705, 1907, 1774, 1762]"
3643,"[1704, 1705, 1758, 1761, 1769]"
3644,"[1704, 1705, 1762, 1907, 124]"
3645,"[1705, 1704, 1774, 1762, 1758]"
3646,"[1704, 1705, 1762, 1761, 1760]"
3647,"[1704, 1705, 106, 1761, 1760]"
3648,"[1705, 1704, 1040, 1795, 1774]"
3649,"[1761, 1040, 1760, 98, 1068]"
3650,"[1704, 1705, 1762, 1774, 1769]"
3651,"[1704, 1705, 1066, 124, 1907]"
3652,"[1705, 1704, 1067, 1774, 1762]"
3653,"[1705, 1704, 1762, 1774, 1758]"
3654,"[1705, 1704, 339, 1774, 1758]"
3655,"[1704, 1705, 1066, 289, 1067]"
3656,"[1705, 1704, 1774, 1067, 1758]"
3657,"[1704, 1705, 1147, 344, 1795]"
3658,"[1704, 1705, 1066, 1916, 1032]"
3659,"[1705, 1704, 1774, 1762, 1758]"
3660,"[1705, 1704, 1762, 1758, 409]"
3661,"[1705, 1704, 1774, 1758, 1762]"
3662,"[1705, 1704, 1758, 1762, 1567]"
3663,"[1704, 1705, 1762, 1774, 1758]"
3664,"[1758, 1705, 1704, 1762, 1760]"
3665,"[1704, 1705, 1769, 1774, 1758]"
3666,"[1029, 1041, 1032, 165, 921]"
3667,"[1705, 1704, 1769, 1774, 1762]"
3668,"[1705, 1704, 1762, 1758, 1760]"
3669,"[1705, 1704, 1769, 1907, 409]"
3670,"[1704, 1705, 1762, 440, 1760]"
3671,"[1705, 1704, 1066, 1068, 289]"
3672,"[1705, 1704, 1762, 1774, 1758]"
3673,"[1066, 1704, 1705, 1068, 1762]"
3674,"[1705, 1704, 1769, 1907, 409]"
3675,"[1704, 1705, 1758, 1762, 1768]"
3676,"[1056, 992, 1113, 1748, 868]"
3677,"[1705, 1704, 1769, 1774, 1758]"
3678,"[1705, 1704, 1762, 1758, 1774]"
3679,"[1705, 1704, 1774, 1758, 1762]"
3680,"[1705, 1704, 1910, 1758, 1064]"
3681,"[618, 7, 1748, 1243, 1806]"
3682,"[1705, 1704, 440, 1758, 1774]"
3683,"[1037, 1030, 1049, 1052, 737]"
3684,"[165, 175, 937, 1674, 1735]"
3685,"[1066, 1297, 1748, 1125, 868]"
3686,"[1705, 1704, 175, 921, 163]"
3687,"[1704, 1705, 1299, 1789, 1301]"
3688,"[98, 1040, 1029, 1916, 96]"
3689,"[361, 377, 108, 1777, 1765]"
3690,"[1131, 1075, 286, 1155, 395]"
3691,"[1705, 1704, 1788, 1787, 1786]"
3692,"[220, 7, 11, 1705, 1704]"
3693,"[1047, 1049, 1075, 222, 1037]"
3694,"[1264, 398, 1705, 1704, 1776]"
3695,"[1131, 1148, 1019, 1136, 1075]"
3696,"[1264, 1077, 1142, 334, 1776]"
3697,"[305, 1019, 1131, 1022, 1075]"
3698,"[1774, 1753, 1761, 1760, 1704]"
3699,"[1131, 773, 700, 1738, 97]"
3700,"[1705, 1704, 1812, 1811, 1651]"
3701,"[108, 1040, 1125, 692, 369]"
3702,"[1077, 398, 1264, 1769, 1687]"
3703,"[1047, 1705, 1704, 437, 1041]"
3704,"[1131, 1704, 1705, 1789, 1075]"
3705,"[1704, 1705, 1029, 1915, 1916]"
3706,"[1019, 340, 1022, 367, 370]"
3707,"[303, 285, 295, 1047, 1022]"
3708,"[1704, 1705, 1755, 1067, 574]"
3709,"[1037, 1029, 1040, 1041, 1753]"
3710,"[1297, 992, 1040, 18, 1567]"
3711,"[1704, 1705, 1812, 1811, 1131]"
3712,"[1704, 1705, 1148, 1077, 265]"
3713,"[1704, 1705, 1077, 34, 1019]"
3714,"[1704, 1705, 1148, 411, 700]"
3715,"[1148, 1704, 1103, 1028, 1649]"
3716,"[1019, 1131, 1022, 340, 377]"
3717,"[1040, 1041, 165, 937, 410]"
3718,"[1136, 367, 386, 1077, 370]"
3719,"[277, 1748, 868, 1297, 7]"
3720,"[1264, 1810, 1706, 398, 1265]"
3721,"[1704, 1705, 1077, 323, 851]"
3722,"[1861, 1749, 1045, 1044, 1043]"
3723,"[1705, 1704, 411, 7, 1057]"
3724,"[1810, 1706, 1811, 170, 1812]"
3725,"[1147, 440, 1173, 1125, 292]"
3726,"[1131, 1748, 868, 1037, 341]"
3727,"[409, 801, 11, 1705, 1704]"
3728,"[1064, 1066, 1705, 1704, 1068]"
3729,"[1041, 1705, 1704, 171, 1026]"
3730,"[1705, 1704, 1627, 1527, 1905]"
3731,"[1567, 1063, 97, 1513, 1045]"
3732,"[1064, 1527, 1705, 1704, 1567]"
3733,"[1705, 1704, 1029, 165, 1041]"
3734,"[163, 1567, 1045, 1044, 1043]"
3735,"[1705, 1704, 11, 365, 1513]"
3736,"[409, 1705, 1704, 1785, 1570]"
3737,"[409, 1705, 1704, 220, 1567]"
3738,"[1704, 1705, 542, 1750, 1246]"
3739,"[1015, 11, 313, 24, 411]"
3740,"[313, 801, 409, 11, 1063]"
3741,"[1071, 1705, 1704, 868, 1748]"
3742,"[1921, 1910, 1066, 1705, 1704]"
3743,"[1753, 1705, 1704, 1030, 165]"
3744,"[409, 1705, 1704, 220, 455]"
3745,"[937, 1029, 165, 1040, 164]"
3746,"[1772, 1513, 1297, 1567, 868]"
3747,"[175, 1907, 919, 1030, 1905]"
3748,"[1705, 1704, 165, 1907, 1795]"
3749,"[1907, 1066, 89, 620, 470]"
3750,"[1704, 1705, 1761, 1760, 1907]"
3751,"[1015, 1705, 1704, 102, 801]"
3752,"[1705, 1704, 119, 314, 1063]"
3753,"[1705, 1704, 1064, 868, 165]"
3754,"[1068, 1066, 175, 98, 1907]"
3755,"[11, 1748, 868, 1705, 277]"
3756,"[1064, 938, 1030, 919, 409]"
3757,"[220, 7, 11, 1058, 1513]"
3758,"[1064, 1313, 89, 878, 1746]"
3759,"[175, 163, 1567, 1063, 1905]"
3760,"[1705, 1704, 1769, 1775, 1746]"
3761,"[1705, 1704, 409, 1063, 1567]"
3762,"[1705, 1704, 1526, 1922, 1897]"
3763,"[1570, 1785, 1015, 1895, 1877]"
3764,"[1067, 1705, 1704, 291, 289]"
3765,"[1071, 1748, 1705, 1704, 1014]"
3766,"[1907, 1066, 1040, 1705, 1704]"
3767,"[1066, 1030, 1704, 1064, 1705]"
3768,"[1705, 1704, 1774, 1775, 1769]"
3769,"[1705, 1704, 1067, 836, 1752]"
3770,"[1704, 1071, 1705, 1748, 868]"
3771,"[1068, 1916, 1066, 1924, 102]"
3772,"[1176, 289, 47, 1570, 1705]"
3773,"[165, 1025, 59, 175, 1705]"
3774,"[409, 1028, 922, 119, 1705]"
3775,"[341, 343, 692, 925, 1654]"
3776,"[618, 289, 277, 1176, 1297]"
3777,"[1297, 277, 1748, 1513, 1246]"
3778,"[440, 1176, 1705, 1704, 289]"
3779,"[1704, 1705, 1775, 1768, 1795]"
3780,"[1068, 1907, 773, 1705, 1704]"
3781,"[7, 1116, 277, 575, 562]"
3782,"[341, 925, 1705, 1704, 165]"
3783,"[1068, 324, 343, 773, 289]"
3784,"[1746, 97, 1071, 96, 98]"
3785,"[1704, 277, 289, 1066, 344]"
3786,"[47, 277, 1705, 1704, 11]"
3787,"[1705, 1704, 836, 1806, 1883]"
3788,"[277, 1057, 440, 1704, 1705]"
3789,"[1704, 1705, 170, 97, 1752]"
3790,"[1705, 1704, 1907, 1627, 289]"
3791,"[1705, 1704, 277, 1057, 272]"
3792,"[1015, 1705, 1704, 1758, 1762]"
3793,"[1148, 1093, 1103, 1037, 1916]"
3794,"[277, 1116, 836, 1513, 1067]"
3795,"[1761, 1760, 83, 1776, 1757]"
3796,"[1057, 277, 279, 272, 1116]"
3797,"[925, 175, 164, 165, 1118]"
3798,"[1068, 773, 335, 1567, 1160]"
3799,"[1068, 1705, 1704, 1066, 1907]"
3800,"[1176, 289, 97, 700, 165]"
3801,"[1064, 102, 1035, 1907, 291]"
3802,"[289, 1068, 344, 1067, 1746]"
3803,"[440, 420, 642, 1025, 937]"
3804,"[1068, 938, 1907, 165, 692]"
3805,"[1705, 1704, 289, 409, 89]"
3806,"[1746, 688, 1789, 1297, 757]"
3807,"[409, 1541, 1552, 1519, 1560]"
3808,"[277, 1704, 1705, 289, 1116]"
3809,"[1753, 1756, 706, 1143, 1147]"
3810,"[1176, 289, 676, 700, 313]"
3811,"[289, 1870, 1824, 1068, 1158]"
3812,"[277, 1015, 1748, 1704, 1705]"
3813,"[1704, 1705, 818, 1753, 1578]"
3814,"[1752, 83, 692, 1753, 851]"
3815,"[1066, 1907, 1029, 1916, 1040]"
3816,"[1713, 1761, 1118, 161, 89]"
3817,"[1704, 1705, 1147, 1026, 343]"
3818,"[24, 1297, 1028, 313, 1567]"
3819,"[1704, 1705, 1907, 1270, 1916]"
3820,"[1705, 1578, 1704, 361, 1054]"
3821,"[1032, 1041, 165, 1029, 1034]"
3822,"[1721, 1264, 1785, 379, 1758]"
3823,"[1071, 314, 365, 1014, 1704]"
3824,"[259, 1153, 475, 278, 1319]"
3825,"[1705, 1704, 1029, 1040, 937]"
3826,"[1030, 1916, 1297, 89, 165]"
3827,"[175, 1672, 165, 938, 1907]"
3828,"[1705, 1704, 1761, 1760, 1907]"
3829,"[1753, 1026, 406, 441, 407]"
3830,"[409, 455, 454, 1896, 1627]"
3831,"[1705, 1704, 1513, 1772, 564]"
3832,"[1753, 801, 1907, 1922, 1897]"
3833,"[175, 1880, 1704, 1705, 721]"
3834,"[1704, 1705, 1769, 1761, 1760]"
3835,"[1064, 1910, 1297, 1115, 1125]"
3836,"[1705, 1704, 1029, 1040, 937]"
3837,"[1068, 1907, 1704, 1769, 1705]"
3838,"[1064, 1032, 1926, 341, 1705]"
3839,"[1567, 1526, 478, 1045, 1044]"
3840,"[175, 171, 89, 1907, 819]"
3841,"[1029, 165, 1032, 1907, 1026]"
3842,"[1071, 1015, 1748, 1705, 1704]"
3843,"[1907, 1068, 89, 165, 166]"
3844,"[801, 1760, 28, 1758, 1762]"
3845,"[1907, 1916, 1032, 1064, 1066]"
3846,"[1029, 165, 935, 1026, 928]"
3847,"[1064, 1907, 289, 1926, 1066]"
3848,"[1001, 319, 332, 361, 1738]"
3849,"[1064, 289, 1907, 1926, 1032]"
3850,"[1704, 1705, 773, 1270, 1068]"
3851,"[341, 1907, 289, 1066, 1705]"
3852,"[1704, 1907, 1705, 1746, 89]"
3853,"[1705, 1704, 1297, 1147, 1513]"
3854,"[365, 332, 28, 868, 806]"
3855,"[1705, 1704, 441, 97, 1246]"
3856,"[801, 47, 314, 97, 739]"
3857,"[1071, 1748, 1179, 175, 1567]"
3858,"[1907, 1029, 165, 937, 161]"
3859,"[1015, 47, 11, 7, 564]"
3860,"[1877, 29, 1570, 1015, 1762]"
3861,"[1752, 312, 836, 29, 11]"
3862,"[11, 1044, 1015, 564, 575]"
3863,"[836, 1015, 1705, 1704, 81]"
3864,"[1705, 1704, 818, 1264, 577]"
3865,"[836, 312, 81, 1015, 1116]"
3866,"[289, 102, 97, 96, 89]"
3867,"[29, 1015, 1877, 1762, 1570]"
3868,"[1705, 1752, 1704, 420, 97]"
3869,"[97, 904, 1121, 96, 1176]"
3870,"[1570, 29, 1877, 1015, 1759]"
3871,"[773, 1068, 92, 102, 1907]"
3872,"[289, 1704, 97, 773, 1297]"
3873,"[420, 98, 97, 96, 60]"
3874,"[1910, 102, 289, 1746, 1306]"
3875,"[1705, 1704, 11, 1513, 1772]"
3876,"[836, 1015, 564, 575, 563]"
3877,"[303, 128, 567, 562, 564]"
3878,"[1071, 1704, 1705, 1748, 868]"
3879,"[29, 1015, 1762, 1877, 1570]"
3880,"[1752, 1570, 575, 564, 563]"
3881,"[1748, 868, 443, 1306, 667]"
3882,"[1243, 29, 7, 1806, 564]"
3883,"[289, 1795, 1066, 443, 1297]"
3884,"[1570, 29, 1877, 1015, 1759]"
3885,"[818, 1273, 447, 836, 1752]"
3886,"[575, 567, 577, 562, 568]"
3887,"[1570, 1753, 1776, 1757, 1877]"
3888,"[1297, 1125, 97, 334, 102]"
3889,"[1570, 29, 1877, 1015, 1759]"
3890,"[1118, 97, 96, 925, 98]"
3891,"[440, 124, 1147, 277, 634]"
3892,"[1705, 1704, 1758, 1578, 1762]"
3893,"[102, 773, 1068, 1746, 92]"
3894,"[1015, 11, 47, 1785, 564]"
3895,"[1776, 1757, 1752, 1705, 1704]"
3896,"[1570, 29, 1877, 1015, 1759]"
3897,"[1015, 1758, 1762, 11, 1760]"
3898,"[1748, 1910, 97, 1746, 1067]"
3899,"[1705, 1704, 1818, 1772, 567]"
3900,"[1705, 1704, 1752, 420, 97]"
3901,"[1578, 11, 1513, 564, 562]"
3902,"[102, 1015, 1068, 562, 564]"
3903,"[1705, 1704, 1155, 98, 1040]"
3904,"[165, 629, 658, 1029, 290]"
3905,"[459, 1308, 1309, 465, 695]"
3906,"[98, 289, 165, 1713, 1176]"
3907,"[334, 773, 762, 758, 303]"
3908,"[1029, 165, 1040, 164, 937]"
3909,"[937, 159, 1025, 165, 1029]"
3910,"[1704, 165, 1705, 1752, 937]"
3911,"[1753, 161, 1026, 165, 1025]"
3912,"[165, 1040, 937, 159, 1029]"
3913,"[1143, 1653, 165, 324, 1158]"
3914,"[1077, 1704, 1705, 361, 398]"
3915,"[1036, 170, 59, 1045, 1040]"
3916,"[1753, 1029, 165, 1026, 1041]"
3917,"[1753, 1752, 1029, 1041, 1025]"
3918,"[1176, 102, 98, 409, 1752]"
3919,"[165, 1025, 937, 159, 97]"
3920,"[937, 159, 1025, 165, 1749]"
3921,"[1753, 1040, 1025, 937, 159]"
3922,"[1753, 165, 1025, 937, 159]"
3923,"[1753, 165, 1041, 1029, 923]"
3924,"[1028, 313, 1925, 1073, 922]"
3925,"[1176, 98, 170, 102, 437]"
3926,"[290, 1122, 313, 1167, 922]"
3927,"[1025, 1753, 937, 159, 925]"
3928,"[361, 1135, 1137, 1129, 329]"
3929,"[314, 865, 863, 1747, 1655]"
3930,"[165, 410, 1025, 937, 159]"
3931,"[1753, 937, 1029, 175, 165]"
3932,"[1073, 162, 922, 119, 165]"
3933,"[710, 1037, 1040, 1776, 1757]"
3934,"[467, 1310, 97, 454, 1064]"
3935,"[618, 1057, 1146, 332, 1184]"
3936,"[165, 1029, 1025, 937, 159]"
3937,"[937, 1037, 1036, 1705, 1704]"
3938,"[1040, 1141, 164, 175, 1033]"
3939,"[98, 344, 710, 170, 96]"
3940,"[1049, 211, 1026, 982, 1649]"
3941,"[1040, 937, 165, 159, 1041]"
3942,"[165, 1704, 1705, 1753, 97]"
3943,"[1176, 342, 1019, 1121, 1145]"
3944,"[1154, 1049, 1753, 1043, 1038]"
3945,"[922, 1040, 165, 1029, 935]"
3946,"[1705, 1704, 361, 1737, 1772]"
3947,"[1052, 1047, 1648, 719, 1046]"
3948,"[1026, 213, 1053, 1054, 211]"
3949,"[1131, 1125, 1152, 992, 1024]"
3950,"[1705, 369, 1649, 1704, 79]"
3951,"[1026, 1053, 1753, 719, 286]"
3952,"[1753, 1202, 410, 1915, 1053]"
3953,"[1149, 1049, 1037, 1030, 1052]"
3954,"[1753, 1026, 1030, 1049, 1042]"
3955,"[1049, 1047, 737, 719, 1052]"
3956,"[410, 1202, 1025, 937, 159]"
3957,"[1705, 1704, 211, 1753, 175]"
3958,"[1042, 1052, 1049, 1045, 620]"
3959,"[1029, 1915, 1052, 1030, 211]"
3960,"[1704, 1705, 1026, 303, 1054]"
3961,"[1030, 1066, 1037, 1041, 1029]"
3962,"[1025, 937, 159, 1202, 410]"
3963,"[1054, 1026, 1029, 1042, 164]"
3964,"[1049, 1054, 737, 719, 1052]"
3965,"[1748, 1066, 277, 1116, 1704]"
3966,"[1049, 737, 211, 1672, 213]"
3967,"[1026, 1704, 1705, 1054, 1880]"
3968,"[1705, 1704, 1125, 1068, 334]"
3969,"[1049, 1054, 737, 1052, 1030]"
3970,"[289, 937, 1025, 159, 1753]"
3971,"[1704, 1068, 1050, 1907, 1705]"
3972,"[1049, 1052, 1055, 1054, 1042]"
3973,"[1704, 1705, 165, 1026, 1029]"
3974,"[1753, 1776, 1757, 481, 1777]"
3975,"[1753, 1053, 719, 979, 213]"
3976,"[1704, 1705, 1026, 1649, 163]"
3977,"[1049, 1704, 1705, 1052, 1026]"
3978,"[277, 305, 1057, 1116, 1054]"
3979,"[1131, 285, 377, 1125, 1150]"
3980,"[1202, 1037, 410, 1705, 919]"
3981,"[1054, 1704, 1030, 1055, 1047]"
3982,"[1037, 1052, 1049, 1026, 1030]"
3983,"[361, 1077, 1053, 1050, 670]"
3984,"[1049, 1030, 211, 1915, 410]"
3985,"[1026, 1705, 1704, 1672, 1753]"
3986,"[1704, 1705, 7, 1760, 1758]"
3987,"[1705, 1026, 1704, 1052, 728]"
3988,"[1029, 1705, 1704, 919, 1040]"
3989,"[1026, 1025, 937, 159, 410]"
3990,"[1704, 1705, 1077, 1789, 1136]"
3991,"[1029, 1042, 1915, 164, 1753]"
3992,"[1037, 1125, 1133, 187, 669]"
3993,"[1776, 1757, 1752, 303, 7]"
3994,"[1705, 1704, 761, 1014, 1304]"
3995,"[361, 1705, 1704, 1133, 333]"
3996,"[1053, 213, 1029, 223, 1045]"
3997,"[1049, 1040, 928, 1026, 165]"
3998,"[286, 1651, 1014, 1299, 1705]"
3999,"[327, 1042, 1038, 388, 1030]"
4000,"[1704, 1705, 1014, 1042, 286]"
4001,"[361, 1640, 410, 670, 1202]"
4002,"[1202, 410, 164, 1651, 1042]"
4003,"[1037, 1029, 1704, 1705, 1049]"
4004,"[1705, 1704, 1026, 1014, 938]"
4005,"[1131, 1037, 1029, 219, 1075]"
4006,"[1704, 1705, 1014, 1042, 1026]"
4007,"[211, 1029, 979, 918, 1488]"
4008,"[410, 1202, 163, 1040, 1026]"
4009,"[1125, 1133, 1135, 1037, 1129]"
4010,"[1040, 1032, 1037, 1042, 219]"
4011,"[1026, 1014, 1205, 271, 938]"
4012,"[1705, 1704, 1026, 1014, 1043]"
4013,"[1721, 1125, 1137, 773, 985]"
4014,"[1060, 1297, 618, 332, 868]"
4015,"[721, 1038, 1040, 1916, 164]"
4016,"[1753, 1705, 1704, 1014, 1299]"
4017,"[361, 925, 1651, 669, 1131]"
4018,"[1049, 1055, 222, 1052, 728]"
4019,"[175, 1014, 1672, 938, 1042]"
4020,"[1705, 1704, 1132, 1304, 739]"
4021,"[979, 175, 1014, 1704, 1705]"
4022,"[1037, 1043, 1029, 1026, 722]"
4023,"[1125, 1297, 276, 1184, 1602]"
4024,"[97, 96, 1748, 1037, 1124]"
4025,"[1077, 361, 376, 1133, 395]"
4026,"[1704, 1705, 1721, 327, 361]"
4027,"[377, 1054, 1915, 1133, 1704]"
4028,"[1042, 1030, 1705, 1704, 1049]"
4029,"[163, 1029, 1026, 175, 1040]"
4030,"[953, 421, 179, 961, 419]"
4031,"[1154, 1043, 1026, 1014, 165]"
4032,"[1704, 1761, 1705, 1916, 1753]"
4033,"[97, 1071, 669, 96, 1321]"
4034,"[1705, 1704, 1297, 97, 1131]"
4035,"[1704, 1705, 1160, 1870, 1609]"
4036,"[1705, 1704, 1916, 1041, 1029]"
4037,"[1753, 1776, 1757, 1704, 1759]"
4038,"[165, 1025, 937, 159, 1066]"
4039,"[1030, 165, 1041, 1202, 410]"
4040,"[1704, 1705, 361, 395, 341]"
4041,"[1672, 1753, 924, 928, 163]"
4042,"[1029, 165, 1052, 211, 938]"
4043,"[1297, 341, 1705, 1704, 1769]"
4044,"[1297, 97, 102, 575, 567]"
4045,"[1029, 1030, 165, 1704, 1705]"
4046,"[1066, 1704, 1705, 98, 97]"
4047,"[1705, 1704, 481, 1870, 1824]"
4048,"[1705, 1704, 1609, 1257, 430]"
4049,"[1753, 1029, 165, 1040, 1025]"
4050,"[1776, 1757, 481, 398, 1753]"
4051,"[688, 219, 1820, 1819, 1818]"
4052,"[1029, 1041, 165, 1672, 920]"
4053,"[1705, 1704, 1916, 1066, 79]"
4054,"[1049, 1202, 1026, 1029, 1133]"
4055,"[165, 937, 159, 1041, 919]"
4056,"[361, 395, 1297, 1133, 1136]"
4057,"[1705, 1704, 698, 175, 922]"
4058,"[1066, 1030, 1029, 1916, 1705]"
4059,"[211, 985, 984, 983, 982]"
4060,"[1759, 1753, 89, 1771, 962]"
4061,"[1705, 1704, 97, 96, 1752]"
4062,"[79, 1916, 1202, 410, 1705]"
4063,"[1029, 165, 937, 1041, 919]"
4064,"[1705, 1704, 918, 1915, 1277]"
4065,"[1704, 1705, 1752, 1721, 1776]"
4066,"[1030, 165, 98, 1040, 1025]"
4067,"[937, 159, 1029, 165, 1025]"
4068,"[1066, 1916, 1705, 1704, 1874]"
4069,"[411, 1264, 398, 265, 1297]"
4070,"[96, 97, 701, 1746, 706]"
4071,"[1705, 1704, 79, 1916, 1649]"
4072,"[1029, 1704, 211, 1705, 1041]"
